# ./go_flow.d -p 16727
CPU    PID  DELTA(us)          PACKAGE FUNCTION
  9  40148         21          runtime         <- .assertE2T
  9  40148         15              fmt         -> .(*fmt).init
  9  40148         14              fmt           -> .(*fmt).clearflags
  9  40148         15              fmt           <- .(*fmt).clearflags
  9  40148         17              fmt         <- .(*fmt).init
  9  40148         21              fmt       <- .newPrinter
  9  40148         25              fmt       -> .(*pp).doPrintf
  9  40148         26              fmt       <- .(*pp).doPrintf
  9  40148         25               os       -> .(*File).Write
  9  40148         24               os         -> .(*File).write
  9  40148         24          syscall           -> .Write
  9  40148         26          syscall             -> .write
  9  40148         23          syscall               -> .Syscall
  9  40148         24          runtime                 -> .cgocall
  9  40148         25          runtime                   -> .lockOSThread
  9  40148         39          runtime                   <- .lockOSThread
  9  40148         27          runtime                   -> .entersyscall
  9  40148         26          runtime                     -> .getcallerpc
  9  40148         26          runtime                     <- .getcallerpc
  9  40148         26          runtime                     -> .getcallersp
  9  40148         26          runtime                     <- .getcallersp
  9  40148         35          runtime                     -> .atomicload
  9  40148         25          runtime                     <- .atomicload
  9  40148         26          runtime                     -> .atomicstore
  9  40148         26          runtime                     <- .atomicstore
  9  40148         26          runtime                   <- .entersyscall
  9  40148         24          runtime                   -> .asmcgocall
  9  40148         35          runtime                     -> .asmsysvicall6
  9  40148         32          runtime                     <- .asmsysvicall6
  9  40148         29          runtime                   <- .asmcgocall
  9  40148         16          runtime                   -> .exitsyscall
  9  40148         20          runtime                     -> .cas
  9  40148         13          runtime                     <- .cas
  9  40148         18          runtime                   <- .exitsyscall
  9  40148         19          runtime                   -> .unlockOSThread
  9  40148         24          runtime                   <- .unlockOSThread
  9  40148         18          runtime                 <- .cgocall
  9  40148         15          syscall               <- .Syscall
  9  40148         14          syscall             <- .write
  9  40148         13          syscall           <- .Write
  9  40148         13               os         <- .(*File).write
  9  40148         13               os         -> .epipecheck
  9  40148         14      sync/atomic           -> .StoreInt32
  9  40148         15      sync/atomic           <- .StoreInt32
  9  40148         19      sync/atomic           -> .StoreUint32
  9  40148         24      sync/atomic           <- .StoreUint32
  9  40148         23               os         <- .epipecheck
  9  40148         21               os       <- .(*File).Write
  9  40148         16              fmt       -> .(*pp).free
  9  40148         15              fmt         -> .(*cache).put
  9  40148         14             sync           -> .(*Mutex).Lock
  9  40148         16      sync/atomic             -> .CompareAndSwapInt32
  9  40148         18      sync/atomic             <- .CompareAndSwapInt32
  9  40148         19      sync/atomic             -> .CompareAndSwapUint32
  9  40148         19      sync/atomic             <- .CompareAndSwapUint32
  9  40148         17             sync           <- .(*Mutex).Lock
  9  40148         15             sync           -> .(*Mutex).Unlock
  9  40148         15      sync/atomic             -> .AddInt32
  9  40148         14      sync/atomic             <- .AddInt32
  9  40148         16      sync/atomic             -> .AddUint32
  9  40148         16      sync/atomic             <- .AddUint32
  9  40148         15             sync           <- .(*Mutex).Unlock
  9  40148         14              fmt         <- .(*cache).put
  9  40148         15              fmt       <- .(*pp).free
  9  40148         13              fmt     <- .Fprintf
  9  40148         12              fmt   <- .Printf
  9  40148         15              fmt   -> .Printf
  9  40148         12              fmt     -> .Fprintf
  9  40148         12              fmt       -> .newPrinter
  9  40148         13              fmt         -> .(*cache).get
  9  40148         14             sync           -> .(*Mutex).Lock
  9  40148         16      sync/atomic             -> .CompareAndSwapInt32
  9  40148         18      sync/atomic             <- .CompareAndSwapInt32
  9  40148         19      sync/atomic             -> .CompareAndSwapUint32
  9  40148         19      sync/atomic             <- .CompareAndSwapUint32
  9  40148         17             sync           <- .(*Mutex).Lock
  9  40148         14             sync           -> .(*Mutex).Unlock
  9  40148         15      sync/atomic             -> .AddInt32
  9  40148         14      sync/atomic             <- .AddInt32
  9  40148         15      sync/atomic             -> .AddUint32
  9  40148         15      sync/atomic             <- .AddUint32
  9  40148         15             sync           <- .(*Mutex).Unlock
  9  40148         14              fmt         <- .(*cache).get
  9  40148         14          runtime         -> .assertE2T
  9  40148         22          runtime           -> .memcopy64
  9  40148         14          runtime           <- .memcopy64
  9  40148         21          runtime         <- .assertE2T
  9  40148         14              fmt         -> .(*fmt).init
  9  40148         14              fmt           -> .(*fmt).clearflags
  9  40148         15              fmt           <- .(*fmt).clearflags
  9  40148         14              fmt         <- .(*fmt).init
  9  40148         13              fmt       <- .newPrinter
  9  40148         14              fmt       -> .(*pp).doPrintf
  9  40148         14              fmt       <- .(*pp).doPrintf
  9  40148         14               os       -> .(*File).Write
  9  40148         13               os         -> .(*File).write
  9  40148         14          syscall           -> .Write
  9  40148         13          syscall             -> .write
  9  40148         21          syscall               -> .Syscall
  9  40148         24          runtime                 -> .cgocall
  9  40148         25          runtime                   -> .lockOSThread
  9  40148         34          runtime                   <- .lockOSThread
  9  40148         20          runtime                   -> .entersyscall
  9  40148         19          runtime                     -> .getcallerpc
  9  40148         20          runtime                     <- .getcallerpc
  9  40148         16          runtime                     -> .getcallersp
  9  40148         21          runtime                     <- .getcallersp
  9  40148         22          runtime                     -> .atomicload
  9  40148         17          runtime                     <- .atomicload
  9  40148         24          runtime                     -> .atomicstore
  9  40148         24          runtime                     <- .atomicstore
  9  40148         26          runtime                   <- .entersyscall
  9  40148         23          runtime                   -> .asmcgocall
  9  40148         38          runtime                     -> .asmsysvicall6
  9  40148         36          runtime                     <- .asmsysvicall6
  9  40148         27          runtime                   <- .asmcgocall
  9  40148         26          runtime                   -> .exitsyscall
  9  40148         33          runtime                     -> .cas
  9  40148         22          runtime                     <- .cas
  9  40148         30          runtime                   <- .exitsyscall
  9  40148         32          runtime                   -> .unlockOSThread
  9  40148         41          runtime                   <- .unlockOSThread
  9  40148         31          runtime                 <- .cgocall
  9  40148         23          syscall               <- .Syscall
  9  40148         26          syscall             <- .write
  9  40148         23          syscall           <- .Write
  9  40148         23               os         <- .(*File).write
  9  40148         23               os         -> .epipecheck
  9  40148         25      sync/atomic           -> .StoreInt32
  9  40148         27      sync/atomic           <- .StoreInt32
  9  40148         25      sync/atomic           -> .StoreUint32
  9  40148         24      sync/atomic           <- .StoreUint32
  9  40148         22               os         <- .epipecheck
  9  40148         18               os       <- .(*File).Write
  9  40148         20              fmt       -> .(*pp).free
  9  40148         20              fmt         -> .(*cache).put
  9  40148         22             sync           -> .(*Mutex).Lock
  9  40148         24      sync/atomic             -> .CompareAndSwapInt32
  9  40148         27      sync/atomic             <- .CompareAndSwapInt32
  9  40148         30      sync/atomic             -> .CompareAndSwapUint32
  9  40148         29      sync/atomic             <- .CompareAndSwapUint32
  9  40148         26             sync           <- .(*Mutex).Lock
  9  40148         25             sync           -> .(*Mutex).Unlock
  9  40148         24      sync/atomic             -> .AddInt32
  9  40148         22      sync/atomic             <- .AddInt32
  9  40148         24      sync/atomic             -> .AddUint32
  9  40148         24      sync/atomic             <- .AddUint32
  9  40148         23             sync           <- .(*Mutex).Unlock
  9  40148         22              fmt         <- .(*cache).put
  9  40148         20              fmt       <- .(*pp).free
  9  40148         19              fmt     <- .Fprintf
  9  40148         18              fmt   <- .Printf
  9  40148         19              fmt   -> .Printf
  9  40148         20              fmt     -> .Fprintf
  9  40148         20              fmt       -> .newPrinter
  9  40148         21              fmt         -> .(*cache).get
  9  40148         22             sync           -> .(*Mutex).Lock
  9  40148         28      sync/atomic             -> .CompareAndSwapInt32
  9  40148         24      sync/atomic             <- .CompareAndSwapInt32
  9  40148         21      sync/atomic             -> .CompareAndSwapUint32
  9  40148         22      sync/atomic             <- .CompareAndSwapUint32
  9  40148         18             sync           <- .(*Mutex).Lock
  9  40148         17             sync           -> .(*Mutex).Unlock
  9  40148         15      sync/atomic             -> .AddInt32
  9  40148         19      sync/atomic             <- .AddInt32
  9  40148         16      sync/atomic             -> .AddUint32
  9  40148         16      sync/atomic             <- .AddUint32
  9  40148         15             sync           <- .(*Mutex).Unlock
  9  40148         14              fmt         <- .(*cache).get
  9  40148         14          runtime         -> .assertE2T
  9  40148         22          runtime           -> .memcopy64
  9  40148         15          runtime           <- .memcopy64
  9  40148         21          runtime         <- .assertE2T
  9  40148         14              fmt         -> .(*fmt).init
  9  40148         14              fmt           -> .(*fmt).clearflags
  9  40148         15              fmt           <- .(*fmt).clearflags
  9  40148         16              fmt         <- .(*fmt).init
  9  40148         13              fmt       <- .newPrinter
  9  40148         14              fmt       -> .(*pp).doPrintf
  9  40148         15              fmt       <- .(*pp).doPrintf
  9  40148         14               os       -> .(*File).Write
  9  40148         14               os         -> .(*File).write
  9  40148         14          syscall           -> .Write
  9  40148         13          syscall             -> .write
  9  40148         13          syscall               -> .Syscall
  9  40148         14          runtime                 -> .cgocall
  9  40148         14          runtime                   -> .lockOSThread
  9  40148         37          runtime                   <- .lockOSThread
  9  40148         23          runtime                   -> .entersyscall
  9  40148         27          runtime                     -> .getcallerpc
  9  40148         26          runtime                     <- .getcallerpc
  9  40148         27          runtime                     -> .getcallersp
  9  40148         26          runtime                     <- .getcallersp
  9  40148         34          runtime                     -> .atomicload
  9  40148         28          runtime                     <- .atomicload
  9  40148         26          runtime                     -> .atomicstore
  9  40148         26          runtime                     <- .atomicstore
  9  40148         26          runtime                   <- .entersyscall
  9  40148         26          runtime                   -> .asmcgocall
  9  40148         36          runtime                     -> .asmsysvicall6
  9  40148         36          runtime                     <- .asmsysvicall6
  9  40148         27          runtime                   <- .asmcgocall
  9  40148         26          runtime                   -> .exitsyscall
  9  40148         32          runtime                     -> .cas
  9  40148         22          runtime                     <- .cas
  9  40148         30          runtime                   <- .exitsyscall
  9  40148         32          runtime                   -> .unlockOSThread
  9  40148         39          runtime                   <- .unlockOSThread
  9  40148         29          runtime                 <- .cgocall
  9  40148         22          syscall               <- .Syscall
  9  40148         25          syscall             <- .write
  9  40148         19          syscall           <- .Write
  9  40148         14               os         <- .(*File).write
  9  40148         14               os         -> .epipecheck
  9  40148         16      sync/atomic           -> .StoreInt32
  9  40148         15      sync/atomic           <- .StoreInt32
  9  40148         17      sync/atomic           -> .StoreUint32
  9  40148         16      sync/atomic           <- .StoreUint32
  9  40148         15               os         <- .epipecheck
  9  40148         13               os       <- .(*File).Write
  9  40148         13              fmt       -> .(*pp).free
  9  40148         13              fmt         -> .(*cache).put
  9  40148         14             sync           -> .(*Mutex).Lock
  9  40148         16      sync/atomic             -> .CompareAndSwapInt32
  9  40148         18      sync/atomic             <- .CompareAndSwapInt32
  9  40148         19      sync/atomic             -> .CompareAndSwapUint32
  9  40148         22      sync/atomic             <- .CompareAndSwapUint32
  9  40148         20             sync           <- .(*Mutex).Lock
  9  40148         15             sync           -> .(*Mutex).Unlock
  9  40148         15      sync/atomic             -> .AddInt32
  9  40148         15      sync/atomic             <- .AddInt32
  9  40148         16      sync/atomic             -> .AddUint32
  9  40148         16      sync/atomic             <- .AddUint32
  9  40148         15             sync           <- .(*Mutex).Unlock
  9  40148         14              fmt         <- .(*cache).put
  9  40148         13              fmt       <- .(*pp).free
  9  40148         12              fmt     <- .Fprintf
  9  40148         12              fmt   <- .Printf
  9  40148         12              fmt   -> .Printf
  9  40148         12              fmt     -> .Fprintf
  9  40148         12              fmt       -> .newPrinter
  9  40148         13              fmt         -> .(*cache).get
  9  40148         13             sync           -> .(*Mutex).Lock
  9  40148         16      sync/atomic             -> .CompareAndSwapInt32
  9  40148         20      sync/atomic             <- .CompareAndSwapInt32
  9  40148         30      sync/atomic             -> .CompareAndSwapUint32
  9  40148         33      sync/atomic             <- .CompareAndSwapUint32
  9  40148         34             sync           <- .(*Mutex).Lock
  9  40148         26             sync           -> .(*Mutex).Unlock
  9  40148         26      sync/atomic             -> .AddInt32
  9  40148         25      sync/atomic             <- .AddInt32
  9  40148         27      sync/atomic             -> .AddUint32
  9  40148         28      sync/atomic             <- .AddUint32
  9  40148         27             sync           <- .(*Mutex).Unlock
  9  40148         25              fmt         <- .(*cache).get
  9  40148         24          runtime         -> .assertE2T
  9  40148         37          runtime           -> .memcopy64
  9  40148         25          runtime           <- .memcopy64
  9  40148         36          runtime         <- .assertE2T
  9  40148         25              fmt         -> .(*fmt).init
  9  40148         24              fmt           -> .(*fmt).clearflags
  9  40148         26              fmt           <- .(*fmt).clearflags
  9  40148         25              fmt         <- .(*fmt).init
  9  40148         22              fmt       <- .newPrinter
  9  40148         23              fmt       -> .(*pp).doPrintf
  3  40148      10038          runtime       <- .asmsysvicall6
  9  40148         27              fmt       <- .(*pp).doPrintf
  9  40148         21               os       -> .(*File).Write
  9  40148         22               os         -> .(*File).write
  9  40148         21          syscall           -> .Write
  9  40148         22          syscall             -> .write
  9  40148         24          syscall               -> .Syscall
  9  40148         23          runtime                 -> .cgocall
  9  40148         25          runtime                   -> .lockOSThread
  9  40148         36          runtime                   <- .lockOSThread
  9  40148         19          runtime                   -> .entersyscall
  9  40148         16          runtime                     -> .getcallerpc
  9  40148         15          runtime                     <- .getcallerpc
  9  40148         15          runtime                     -> .getcallersp
  9  40148         15          runtime                     <- .getcallersp
  9  40148         21          runtime                     -> .atomicload
  9  40148         15          runtime                     <- .atomicload
  9  40148         15          runtime                     -> .atomicstore
  9  40148         15          runtime                     <- .atomicstore
  9  40148         15          runtime                   <- .entersyscall
  9  40148         15          runtime                   -> .asmcgocall
  9  40148         22          runtime                     -> .asmsysvicall6
  9  40148         25          runtime                     <- .asmsysvicall6
  9  40148         16          runtime                   <- .asmcgocall
  9  40148         17          runtime                   -> .exitsyscall
  9  40148         21          runtime                     -> .cas
  3  40148         23          runtime     <- .asmcgocall
  3  40148         18          runtime   <- .sysvicall6
  3  40148         16          runtime <- .usleep
  3  40148         17          runtime -> .atomicload
  3  40148         19          runtime <- .atomicload
  3  40148         17          runtime -> .atomicload64
  3  40148         17          runtime <- .atomicload64
  3  40148         17          runtime -> .nanotime
  3  40148         16          runtime   -> .sysvicall6
  3  40148         15          runtime     -> .asmcgocall
  3  40148         16          runtime       -> .asmsysvicall6
  3  40148         19          runtime         -> .nanotime1
  3  40148         16          runtime         <- .nanotime1
  3  40148         15          runtime       <- .asmsysvicall6
  3  40148         15          runtime     <- .asmcgocall
  3  40148         14          runtime   <- .sysvicall6
  3  40148         15          runtime <- .nanotime
  3  40148         22          runtime -> .usleep
  3  40148         15          runtime   -> .sysvicall6
  3  40148         24          runtime     -> .asmcgocall
  3  40148         15          runtime       -> .asmsysvicall6
  9  40148         15          runtime                     <- .cas
  9  40148         19          runtime                   <- .exitsyscall
  9  40148         20          runtime                   -> .unlockOSThread
  9  40148         27          runtime                   <- .unlockOSThread
  9  40148         19          runtime                 <- .cgocall
  9  40148         14          syscall               <- .Syscall
  9  40148         13          syscall             <- .write
  9  40148         13          syscall           <- .Write
  9  40148         13               os         <- .(*File).write
  9  40148         13               os         -> .epipecheck
  9  40148         15      sync/atomic           -> .StoreInt32
  9  40148         24      sync/atomic           <- .StoreInt32
  9  40148         30      sync/atomic           -> .StoreUint32
  9  40148         29      sync/atomic           <- .StoreUint32
  9  40148         26               os         <- .epipecheck
  9  40148         22               os       <- .(*File).Write
  9  40148         26              fmt       -> .(*pp).free
  9  40148         25              fmt         -> .(*cache).put
  9  40148         26             sync           -> .(*Mutex).Lock
  9  40148         29      sync/atomic             -> .CompareAndSwapInt32
  9  40148         33      sync/atomic             <- .CompareAndSwapInt32
  9  40148         34      sync/atomic             -> .CompareAndSwapUint32
  9  40148         35      sync/atomic             <- .CompareAndSwapUint32
  9  40148         33             sync           <- .(*Mutex).Lock
  9  40148         26             sync           -> .(*Mutex).Unlock
  9  40148         27      sync/atomic             -> .AddInt32
  9  40148         26      sync/atomic             <- .AddInt32
  9  40148         27      sync/atomic             -> .AddUint32
  9  40148         27      sync/atomic             <- .AddUint32
  9  40148         27             sync           <- .(*Mutex).Unlock
  9  40148         25              fmt         <- .(*cache).put
  9  40148         24              fmt       <- .(*pp).free
  9  40148         21              fmt     <- .Fprintf
  9  40148         15              fmt   <- .Printf
  9  40148         14              fmt   -> .Printf
  9  40148         15              fmt     -> .Fprintf
  9  40148         14              fmt       -> .newPrinter
  9  40148         16              fmt         -> .(*cache).get
  9  40148         22             sync           -> .(*Mutex).Lock
  9  40148         24      sync/atomic             -> .CompareAndSwapInt32
  9  40148         19      sync/atomic             <- .CompareAndSwapInt32
  9  40148         19      sync/atomic             -> .CompareAndSwapUint32
  9  40148         24      sync/atomic             <- .CompareAndSwapUint32
  9  40148         31             sync           <- .(*Mutex).Lock
  9  40148         23             sync           -> .(*Mutex).Unlock
  9  40148         27      sync/atomic             -> .AddInt32
  9  40148         18      sync/atomic             <- .AddInt32
  9  40148         17      sync/atomic             -> .AddUint32
  9  40148         16      sync/atomic             <- .AddUint32
  9  40148         17             sync           <- .(*Mutex).Unlock
  9  40148         17              fmt         <- .(*cache).get
  9  40148         16          runtime         -> .assertE2T
  9  40148         26          runtime           -> .memcopy64
  9  40148         17          runtime           <- .memcopy64
  9  40148         28          runtime         <- .assertE2T
  9  40148         17              fmt         -> .(*fmt).init
  9  40148         16              fmt           -> .(*fmt).clearflags
  9  40148         17              fmt           <- .(*fmt).clearflags
  9  40148         16              fmt         <- .(*fmt).init
  9  40148         15              fmt       <- .newPrinter
  9  40148         14              fmt       -> .(*pp).doPrintf
  9  40148         16              fmt       <- .(*pp).doPrintf
  9  40148         16               os       -> .(*File).Write
  9  40148         15               os         -> .(*File).write
  9  40148         15          syscall           -> .Write
  9  40148         14          syscall             -> .write
  9  40148         14          syscall               -> .Syscall
  9  40148         15          runtime                 -> .cgocall
  9  40148         19          runtime                   -> .lockOSThread
  9  40148         24          runtime                   <- .lockOSThread
  9  40148         18          runtime                   -> .entersyscall
  9  40148         15          runtime                     -> .getcallerpc
  9  40148         15          runtime                     <- .getcallerpc
  9  40148         15          runtime                     -> .getcallersp
  9  40148         15          runtime                     <- .getcallersp
  9  40148         32          runtime                     -> .atomicload
  9  40148         26          runtime                     <- .atomicload
  9  40148         26          runtime                     -> .atomicstore
  9  40148         26          runtime                     <- .atomicstore
  9  40148         26          runtime                   <- .entersyscall
  9  40148         26          runtime                   -> .asmcgocall
  9  40148         36          runtime                     -> .asmsysvicall6
  9  40148         35          runtime                     <- .asmsysvicall6
  9  40148         27          runtime                   <- .asmcgocall
  9  40148         26          runtime                   -> .exitsyscall
  9  40148         32          runtime                     -> .cas
  9  40148         22          runtime                     <- .cas
  9  40148         33          runtime                   <- .exitsyscall
  9  40148         32          runtime                   -> .unlockOSThread
  9  40148         41          runtime                   <- .unlockOSThread
  9  40148         31          runtime                 <- .cgocall
  9  40148         24          syscall               <- .Syscall
  9  40148         23          syscall             <- .write
  9  40148         21          syscall           <- .Write
  9  40148         22               os         <- .(*File).write
  9  40148         18               os         -> .epipecheck
  9  40148         24      sync/atomic           -> .StoreInt32
  9  40148         24      sync/atomic           <- .StoreInt32
  9  40148         28      sync/atomic           -> .StoreUint32
  9  40148         24      sync/atomic           <- .StoreUint32
  9  40148         18               os         <- .epipecheck
  9  40148         13               os       <- .(*File).Write
  9  40148         14              fmt       -> .(*pp).free
  9  40148         16              fmt         -> .(*cache).put
  9  40148         14             sync           -> .(*Mutex).Lock
  9  40148         16      sync/atomic             -> .CompareAndSwapInt32
  9  40148         18      sync/atomic             <- .CompareAndSwapInt32
  9  40148         19      sync/atomic             -> .CompareAndSwapUint32
  9  40148         19      sync/atomic             <- .CompareAndSwapUint32
  9  40148         17             sync           <- .(*Mutex).Lock
  9  40148         15             sync           -> .(*Mutex).Unlock
  9  40148         15      sync/atomic             -> .AddInt32
  9  40148         15      sync/atomic             <- .AddInt32
  9  40148         16      sync/atomic             -> .AddUint32
  9  40148         16      sync/atomic             <- .AddUint32
  9  40148         15             sync           <- .(*Mutex).Unlock
  9  40148         14              fmt         <- .(*cache).put
  9  40148         13              fmt       <- .(*pp).free
  9  40148         12              fmt     <- .Fprintf
  9  40148         12              fmt   <- .Printf
  9  40148         12              fmt   -> .Printf
  9  40148         12              fmt     -> .Fprintf
  9  40148         12              fmt       -> .newPrinter
  9  40148         13              fmt         -> .(*cache).get
  9  40148         13             sync           -> .(*Mutex).Lock
  9  40148         17      sync/atomic             -> .CompareAndSwapInt32
  9  40148         19      sync/atomic             <- .CompareAndSwapInt32
  9  40148         22      sync/atomic             -> .CompareAndSwapUint32
  9  40148         30      sync/atomic             <- .CompareAndSwapUint32
  9  40148         31             sync           <- .(*Mutex).Lock
  9  40148         26             sync           -> .(*Mutex).Unlock
  9  40148         26      sync/atomic             -> .AddInt32
  9  40148         25      sync/atomic             <- .AddInt32
  9  40148         27      sync/atomic             -> .AddUint32
  9  40148         27      sync/atomic             <- .AddUint32
  9  40148         26             sync           <- .(*Mutex).Unlock
  9  40148         25              fmt         <- .(*cache).get
  9  40148         25          runtime         -> .assertE2T
  9  40148         37          runtime           -> .memcopy64
  9  40148         25          runtime           <- .memcopy64
  9  40148         35          runtime         <- .assertE2T
  9  40148         25              fmt         -> .(*fmt).init
  9  40148         27              fmt           -> .(*fmt).clearflags
  9  40148         26              fmt           <- .(*fmt).clearflags
  9  40148         25              fmt         <- .(*fmt).init
  9  40148         23              fmt       <- .newPrinter
  9  40148         24              fmt       -> .(*pp).doPrintf
  9  40148         25              fmt       <- .(*pp).doPrintf
  9  40148         24               os       -> .(*File).Write
  9  40148         23               os         -> .(*File).write
  9  40148         22          syscall           -> .Write
  9  40148         17          syscall             -> .write
  9  40148         21          syscall               -> .Syscall
  9  40148         22          runtime                 -> .cgocall
  9  40148         16          runtime                   -> .lockOSThread
  9  40148         24          runtime                   <- .lockOSThread
  9  40148         17          runtime                   -> .entersyscall
  9  40148         17          runtime                     -> .getcallerpc
  9  40148         17          runtime                     <- .getcallerpc
  9  40148         15          runtime                     -> .getcallersp
  9  40148         17          runtime                     <- .getcallersp
  9  40148         21          runtime                     -> .atomicload
  9  40148         15          runtime                     <- .atomicload
  9  40148         15          runtime                     -> .atomicstore
  9  40148         15          runtime                     <- .atomicstore
  9  40148         15          runtime                   <- .entersyscall
  9  40148         15          runtime                   -> .asmcgocall
  9  40148         22          runtime                     -> .asmsysvicall6
  9  40148         22          runtime                     <- .asmsysvicall6
  9  40148         16          runtime                   <- .asmcgocall
  9  40148         15          runtime                   -> .exitsyscall
  9  40148         19          runtime                     -> .cas
  9  40148         12          runtime                     <- .cas
  9  40148         17          runtime                   <- .exitsyscall
  9  40148         19          runtime                   -> .unlockOSThread
  9  40148         24          runtime                   <- .unlockOSThread
  9  40148         18          runtime                 <- .cgocall
  9  40148         13          syscall               <- .Syscall
  9  40148         13          syscall             <- .write
  9  40148         14          syscall           <- .Write
  9  40148         20               os         <- .(*File).write
  9  40148         24               os         -> .epipecheck
  9  40148         28      sync/atomic           -> .StoreInt32
  9  40148         27      sync/atomic           <- .StoreInt32
  9  40148         29      sync/atomic           -> .StoreUint32
  9  40148         28      sync/atomic           <- .StoreUint32
  9  40148         26               os         <- .epipecheck
  9  40148         22               os       <- .(*File).Write
  9  40148         24              fmt       -> .(*pp).free
  9  40148         23              fmt         -> .(*cache).put
  9  40148         24             sync           -> .(*Mutex).Lock
  9  40148         28      sync/atomic             -> .CompareAndSwapInt32
  9  40148         31      sync/atomic             <- .CompareAndSwapInt32
  9  40148         33      sync/atomic             -> .CompareAndSwapUint32
  9  40148         33      sync/atomic             <- .CompareAndSwapUint32
  9  40148         30             sync           <- .(*Mutex).Lock
  9  40148         26             sync           -> .(*Mutex).Unlock
  9  40148         29      sync/atomic             -> .AddInt32
  9  40148         26      sync/atomic             <- .AddInt32
  9  40148         27      sync/atomic             -> .AddUint32
  9  40148         26      sync/atomic             <- .AddUint32
  9  40148         24             sync           <- .(*Mutex).Unlock
  9  40148         23              fmt         <- .(*cache).put
  9  40148         21              fmt       <- .(*pp).free
  9  40148         21              fmt     <- .Fprintf
  9  40148         17              fmt   <- .Printf
  9  40148         13              fmt   -> .Printf
  9  40148         14              fmt     -> .Fprintf
  9  40148         12              fmt       -> .newPrinter
  9  40148         13              fmt         -> .(*cache).get
  9  40148         14             sync           -> .(*Mutex).Lock
  9  40148         16      sync/atomic             -> .CompareAndSwapInt32
  9  40148         18      sync/atomic             <- .CompareAndSwapInt32
  9  40148         19      sync/atomic             -> .CompareAndSwapUint32
  9  40148         21      sync/atomic             <- .CompareAndSwapUint32
  9  40148         18             sync           <- .(*Mutex).Lock
  9  40148         21             sync           -> .(*Mutex).Unlock
  9  40148         20      sync/atomic             -> .AddInt32
  9  40148         19      sync/atomic             <- .AddInt32
  9  40148         24      sync/atomic             -> .AddUint32
  9  40148         17      sync/atomic             <- .AddUint32
  9  40148         17             sync           <- .(*Mutex).Unlock
  9  40148         21              fmt         <- .(*cache).get
  9  40148         21          runtime         -> .assertE2T
  9  40148         34          runtime           -> .memcopy64
  9  40148         20          runtime           <- .memcopy64
  9  40148         32          runtime         <- .assertE2T
  9  40148         24              fmt         -> .(*fmt).init
  9  40148         21              fmt           -> .(*fmt).clearflags
  9  40148         26              fmt           <- .(*fmt).clearflags
  9  40148         26              fmt         <- .(*fmt).init
  9  40148         23              fmt       <- .newPrinter
  9  40148         24              fmt       -> .(*pp).doPrintf
  9  40148         28              fmt       <- .(*pp).doPrintf
  9  40148         25               os       -> .(*File).Write
  9  40148         24               os         -> .(*File).write
  9  40148         24          syscall           -> .Write
  9  40148         23          syscall             -> .write
  9  40148         23          syscall               -> .Syscall
  9  40148         24          runtime                 -> .cgocall
  9  40148         25          runtime                   -> .lockOSThread
  9  40148         39          runtime                   <- .lockOSThread
  9  40148         27          runtime                   -> .entersyscall
  9  40148         26          runtime                     -> .getcallerpc
  9  40148         26          runtime                     <- .getcallerpc
  9  40148         26          runtime                     -> .getcallersp
  9  40148         25          runtime                     <- .getcallersp
  9  40148         35          runtime                     -> .atomicload
  9  40148         25          runtime                     <- .atomicload
  9  40148         22          runtime                     -> .atomicstore
  9  40148         24          runtime                     <- .atomicstore
  9  40148         24          runtime                   <- .entersyscall
  9  40148         25          runtime                   -> .asmcgocall
  9  40148         36          runtime                     -> .asmsysvicall6
  9  40148         34          runtime                     <- .asmsysvicall6
  9  40148         26          runtime                   <- .asmcgocall
  9  40148         22          runtime                   -> .exitsyscall
  9  40148         30          runtime                     -> .cas
  9  40148         22          runtime                     <- .cas
  9  40148         29          runtime                   <- .exitsyscall
  9  40148         29          runtime                   -> .unlockOSThread
  9  40148         30          runtime                   <- .unlockOSThread
  9  40148         21          runtime                 <- .cgocall
  9  40148         14          syscall               <- .Syscall
  9  40148         13          syscall             <- .write
  9  40148         13          syscall           <- .Write
  9  40148         13               os         <- .(*File).write
  9  40148         14               os         -> .epipecheck
  9  40148         15      sync/atomic           -> .StoreInt32
  9  40148         15      sync/atomic           <- .StoreInt32
  9  40148         16      sync/atomic           -> .StoreUint32
  9  40148         17      sync/atomic           <- .StoreUint32
  9  40148         15               os         <- .epipecheck
  9  40148         13               os       <- .(*File).Write
  9  40148         14              fmt       -> .(*pp).free
  9  40148         14              fmt         -> .(*cache).put
  9  40148         14             sync           -> .(*Mutex).Lock
  9  40148         16      sync/atomic             -> .CompareAndSwapInt32
  9  40148         18      sync/atomic             <- .CompareAndSwapInt32
  9  40148         19      sync/atomic             -> .CompareAndSwapUint32
  9  40148         19      sync/atomic             <- .CompareAndSwapUint32
  9  40148         17             sync           <- .(*Mutex).Lock
  9  40148         15             sync           -> .(*Mutex).Unlock
  9  40148         18      sync/atomic             -> .AddInt32
  9  40148         15      sync/atomic             <- .AddInt32
  9  40148         18      sync/atomic             -> .AddUint32
  9  40148         16      sync/atomic             <- .AddUint32
  9  40148         15             sync           <- .(*Mutex).Unlock
  9  40148         14              fmt         <- .(*cache).put
  9  40148         13              fmt       <- .(*pp).free
  9  40148         12              fmt     <- .Fprintf
  9  40148         12              fmt   <- .Printf
  9  40148         12              fmt   -> .Printf
  9  40148         12              fmt     -> .Fprintf
  9  40148         12              fmt       -> .newPrinter
